title,author,date,views,likes,link
Distant time and the hint of a multiverse,Sean Carroll,January 2011,1800000,55000,https://ted.com/talks/sean_carroll_distant_time_and_the_hint_of_a_multiverse
Grow your own clothes,Suzanne Lee,March 2011,1600000,49000,https://ted.com/talks/suzanne_lee_grow_your_own_clothes
Architecture that senses and responds,Carlo Ratti,March 2011,764000,22000,https://ted.com/talks/carlo_ratti_architecture_that_senses_and_responds
"The mothers who found forgiveness, friendship",Aicha el-Wafi + Phyllis Rodriguez,December 2010,1000000,30000,https://ted.com/talks/aicha_el_wafi_phyllis_rodriguez_the_mothers_who_found_forgiveness_friendship
"Beware online ""filter bubbles""",Eli Pariser,March 2011,5900000,178000,https://ted.com/talks/eli_pariser_beware_online_filter_bubbles
Turning trash into toys for learning,Arvind Gupta,December 2010,1800000,55000,https://ted.com/talks/arvind_gupta_turning_trash_into_toys_for_learning
A next-generation digital book,Mike Matas,March 2011,1700000,53000,https://ted.com/talks/mike_matas_a_next_generation_digital_book
Using nature to grow batteries,Angela Belcher,January 2011,1000000,30000,https://ted.com/talks/angela_belcher_using_nature_to_grow_batteries
The security mirage,Bruce Schneier,October 2010,1000000,30000,https://ted.com/talks/bruce_schneier_the_security_mirage
Are we ready for neo-evolution?,Harvey Fineberg,March 2011,1100000,33000,https://ted.com/talks/harvey_fineberg_are_we_ready_for_neo_evolution
3 things I learned while my plane crashed,Ric Elias,March 2011,8199999,247000,https://ted.com/talks/ric_elias_3_things_i_learned_while_my_plane_crashed
What it takes to do extreme astrophysics,Anil Ananthaswamy,December 2010,583000,17000,https://ted.com/talks/anil_ananthaswamy_what_it_takes_to_do_extreme_astrophysics
Teaching with the World Peace Game,John Hunter,March 2011,1600000,48000,https://ted.com/talks/john_hunter_teaching_with_the_world_peace_game
On being wrong,Kathryn Schulz,March 2011,5200000,157000,https://ted.com/talks/kathryn_schulz_on_being_wrong
A radical experiment in empathy,Sam Richards,October 2010,1800000,56000,https://ted.com/talks/sam_richards_a_radical_experiment_in_empathy
"Transplant cells, not organs",Susan Lim,December 2010,719000,21000,https://ted.com/talks/susan_lim_transplant_cells_not_organs
Open-sourced blueprints for civilization,Marcin Jakubowski,March 2011,1900000,57000,https://ted.com/talks/marcin_jakubowski_open_sourced_blueprints_for_civilization
Remaking my voice,Roger Ebert,March 2011,1300000,39000,https://ted.com/talks/roger_ebert_remaking_my_voice
The antidote to apathy,Dave Meslin,October 2010,1900000,59000,https://ted.com/talks/dave_meslin_the_antidote_to_apathy
The history of our world in 18 minutes,David Christian,March 2011,12000000,380000,https://ted.com/talks/david_christian_the_history_of_our_world_in_18_minutes
A song inspired by the ocean,Jackson Browne,November 2010,714000,21000,https://ted.com/talks/jackson_browne_a_song_inspired_by_the_ocean
Looking past limits,Caroline Casey,December 2010,2400000,73000,https://ted.com/talks/caroline_casey_looking_past_limits
The invention that unlocked a locked-in artist,Mick Ebeling,March 2011,1000000,31000,https://ted.com/talks/mick_ebeling_the_invention_that_unlocked_a_locked_in_artist
The greatest TED Talk ever sold,Morgan Spurlock,March 2011,2500000,76000,https://ted.com/talks/morgan_spurlock_the_greatest_ted_talk_ever_sold
Everyday compassion at Google,Chade-Meng Tan,November 2010,1000000,31000,https://ted.com/talks/chade_meng_tan_everyday_compassion_at_google
"Listen, learn ... then lead",Stanley McChrystal,March 2011,3300000,100000,https://ted.com/talks/stanley_mcchrystal_listen_learn_then_lead
Hands-on science with squishy circuits,AnnMarie Thomas,March 2011,1000000,30000,https://ted.com/talks/annmarie_thomas_hands_on_science_with_squishy_circuits
"A virtual choir 2,000 voices strong",Eric Whitacre,March 2011,4900000,148000,https://ted.com/talks/eric_whitacre_a_virtual_choir_2_000_voices_strong
Google's driverless car,Sebastian Thrun,March 2011,3300000,100000,https://ted.com/talks/sebastian_thrun_google_s_driverless_car
The genius puppetry behind War Horse,Handspring Puppet Co.,March 2011,2000000,62000,https://ted.com/talks/handspring_puppet_co_the_genius_puppetry_behind_war_horse
"Cracking Stuxnet, a 21st-century cyber weapon",Ralph Langner,March 2011,1600000,49000,https://ted.com/talks/ralph_langner_cracking_stuxnet_a_21st_century_cyber_weapon
Don't insist on English!,Patricia Ryan,December 2010,2400000,72000,https://ted.com/talks/patricia_ryan_don_t_insist_on_english
Singing the primal mystery,Claron McFadden,November 2010,467000,14000,https://ted.com/talks/claron_mcfadden_singing_the_primal_mystery
Human exoskeletons — for war and healing,Eythor Bender,March 2011,1400000,44000,https://ted.com/talks/eythor_bender_human_exoskeletons_for_war_and_healing
It's time to question bio-engineering,Paul Root Wolpe,November 2010,1600000,48000,https://ted.com/talks/paul_root_wolpe_it_s_time_to_question_bio_engineering
"Evolution's gift of play, from bonobo apes to humans",Isabel Behncke,March 2011,1000000,31000,https://ted.com/talks/isabel_behncke_evolution_s_gift_of_play_from_bonobo_apes_to_humans
The magic washing machine,Hans Rosling,December 2010,3400000,102000,https://ted.com/talks/hans_rosling_the_magic_washing_machine
If I should have a daughter ...,Sarah Kay,March 2011,15000000,461000,https://ted.com/talks/sarah_kay_if_i_should_have_a_daughter
Why light needs darkness,Rogier van der Heide,October 2010,652000,19000,https://ted.com/talks/rogier_van_der_heide_why_light_needs_darkness
A life lesson from a volunteer firefighter,Mark Bezos,March 2011,3500000,107000,https://ted.com/talks/mark_bezos_a_life_lesson_from_a_volunteer_firefighter
The sound the universe makes,Janna Levin,March 2011,1300000,40000,https://ted.com/talks/janna_levin_the_sound_the_universe_makes
The social animal,David Brooks,March 2011,1400000,43000,https://ted.com/talks/david_brooks_the_social_animal
How to keep rivers and streams flowing,Rob Harmon,November 2010,695000,20000,https://ted.com/talks/rob_harmon_how_to_keep_rivers_and_streams_flowing
The birth of a word,Deb Roy,March 2011,3000000,90000,https://ted.com/talks/deb_roy_the_birth_of_a_word
Let's use video to reinvent education,Sal Khan,March 2011,5900000,179000,https://ted.com/talks/sal_khan_let_s_use_video_to_reinvent_education
This isn't her mother's feminism,Courtney E. Martin,December 2010,1100000,35000,https://ted.com/talks/courtney_e_martin_this_isn_t_her_mother_s_feminism
Printing a human kidney,Anthony Atala,March 2011,3100000,95000,https://ted.com/talks/anthony_atala_printing_a_human_kidney
How state budgets are breaking US schools,Bill Gates,March 2011,2100000,63000,https://ted.com/talks/bill_gates_how_state_budgets_are_breaking_us_schools
Inside the Egyptian revolution,Wael Ghonim,March 2011,1100000,35000,https://ted.com/talks/wael_ghonim_inside_the_egyptian_revolution
My wish: Use art to turn the world inside out,JR,March 2011,3300000,101000,https://ted.com/talks/jr_my_wish_use_art_to_turn_the_world_inside_out
A historic moment in the Arab world,Wadah Khanfar,March 2011,994000,29000,https://ted.com/talks/wadah_khanfar_a_historic_moment_in_the_arab_world
"A modern take on piano, violin, cello",Ahn Trio,December 2010,877000,26000,https://ted.com/talks/ahn_trio_a_modern_take_on_piano_violin_cello
Understanding cancer through proteomics,Danny Hillis,October 2010,481000,14000,https://ted.com/talks/danny_hillis_understanding_cancer_through_proteomics
Curating humanity's heritage,Elizabeth Lindsey,December 2010,559000,16000,https://ted.com/talks/elizabeth_lindsey_curating_humanity_s_heritage
Saving faces: A facial surgeon's craft,Iain Hutchison,July 2010,670000,20000,https://ted.com/talks/iain_hutchison_saving_faces_a_facial_surgeon_s_craft
How to use experts — and when not to,Noreena Hertz,November 2010,973000,29000,https://ted.com/talks/noreena_hertz_how_to_use_experts_and_when_not_to
On being a woman and a diplomat,Madeleine Albright,December 2010,865000,25000,https://ted.com/talks/madeleine_albright_on_being_a_woman_and_a_diplomat
"The future of business is the ""mesh""",Lisa Gansky,January 2011,787000,23000,https://ted.com/talks/lisa_gansky_the_future_of_business_is_the_mesh
Inspiring a life of immersion,Jacqueline Novogratz,December 2010,1100000,33000,https://ted.com/talks/jacqueline_novogratz_inspiring_a_life_of_immersion
The linguistic genius of babies,Patricia Kuhl,October 2010,4000000,121000,https://ted.com/talks/patricia_kuhl_the_linguistic_genius_of_babies
Reconnecting with compassion,Krista Tippett,November 2010,842000,25000,https://ted.com/talks/krista_tippett_reconnecting_with_compassion
A whistleblower you haven't heard,Geert Chatrou,June 2010,2800000,84000,https://ted.com/talks/geert_chatrou_a_whistleblower_you_haven_t_heard
Using nature's genius in architecture,Michael Pawlyn,November 2010,2100000,63000,https://ted.com/talks/michael_pawlyn_using_nature_s_genius_in_architecture
Mother and daughter doctor-heroes,Hawa Abdi + Deqo Mohamed,December 2010,476000,14000,https://ted.com/talks/hawa_abdi_deqo_mohamed_mother_and_daughter_doctor_heroes
The rise of personal robots,Cynthia Breazeal,December 2010,1200000,37000,https://ted.com/talks/cynthia_breazeal_the_rise_of_personal_robots
How to make work-life balance work,Nigel Marsh,May 2010,5100000,154000,https://ted.com/talks/nigel_marsh_how_to_make_work_life_balance_work
"Poems of war, peace, women, power",Suheir Hammad,December 2010,839000,25000,https://ted.com/talks/suheir_hammad_poems_of_war_peace_women_power
Are we born to run?,Christopher McDougall,July 2010,4000000,120000,https://ted.com/talks/christopher_mcdougall_are_we_born_to_run
Social media and the end of gender,Johanna Blakley,December 2010,1500000,47000,https://ted.com/talks/johanna_blakley_social_media_and_the_end_of_gender
We are makers,Dale Dougherty,January 2011,863000,25000,https://ted.com/talks/dale_dougherty_we_are_makers
Reviving New York's rivers — with oysters!,Kate Orff,December 2010,405000,12000,https://ted.com/talks/kate_orff_reviving_new_york_s_rivers_with_oysters
The council of dads,Bruce Feiler,October 2010,529000,15000,https://ted.com/talks/bruce_feiler_the_council_of_dads
"Know thyself, with a brain scanner",Ariel Garten,September 2011,508000,15000,https://ted.com/talks/ariel_garten_know_thyself_with_a_brain_scanner
Drawing on humor for change,Liza Donnelly,December 2010,1400000,44000,https://ted.com/talks/liza_donnelly_drawing_on_humor_for_change
It's time to redesign medical data,Thomas Goetz,October 2010,613000,18000,https://ted.com/talks/thomas_goetz_it_s_time_to_redesign_medical_data
Understanding the rise of China,Martin Jacques,October 2010,4500000,137000,https://ted.com/talks/martin_jacques_understanding_the_rise_of_china
Silicon-based comedy,Heather Knight,December 2010,902000,27000,https://ted.com/talks/heather_knight_silicon_based_comedy
Visualizing the medical data explosion,Anders Ynnerman,November 2010,580000,17000,https://ted.com/talks/anders_ynnerman_visualizing_the_medical_data_explosion
The economic injustice of plastic,Van Jones,November 2010,696000,20000,https://ted.com/talks/van_jones_the_economic_injustice_of_plastic
Singing after a double lung transplant,Charity Tillemann-Dick,October 2010,621000,18000,https://ted.com/talks/charity_tillemann_dick_singing_after_a_double_lung_transplant
Addicted to risk,Naomi Klein,December 2010,1000000,32000,https://ted.com/talks/naomi_klein_addicted_to_risk
Gaming to re-engage boys in learning,Ali Carr-Chellman,October 2010,1400000,42000,https://ted.com/talks/ali_carr_chellman_gaming_to_re_engage_boys_in_learning
"Take ""the Other"" to lunch",Elizabeth Lesser,December 2010,1600000,48000,https://ted.com/talks/elizabeth_lesser_take_the_other_to_lunch
How I built a toaster — from scratch,Thomas Thwaites,November 2010,1500000,46000,https://ted.com/talks/thomas_thwaites_how_i_built_a_toaster_from_scratch
We are all cyborgs now,Amber Case,December 2010,2000000,60000,https://ted.com/talks/amber_case_we_are_all_cyborgs_now
A realistic vision for world peace,Jody Williams,December 2010,868000,26000,https://ted.com/talks/jody_williams_a_realistic_vision_for_world_peace
The 3 A's of awesome,Neil Pasricha,September 2010,3400000,102000,https://ted.com/talks/neil_pasricha_the_3_a_s_of_awesome
"A test that finds 3x more breast tumors, and why it's not available to you",Deborah Rhodes,December 2010,1000000,31000,https://ted.com/talks/deborah_rhodes_a_test_that_finds_3x_more_breast_tumors_and_why_it_s_not_available_to_you
Your brain on improv,Charles Limb,November 2010,1400000,42000,https://ted.com/talks/charles_limb_your_brain_on_improv
On reading the Koran,Lesley Hazleton,October 2010,2300000,71000,https://ted.com/talks/lesley_hazleton_on_reading_the_koran
How to succeed? Get more sleep,Arianna Huffington,December 2010,5600000,168000,https://ted.com/talks/arianna_huffington_how_to_succeed_get_more_sleep
Using our practical wisdom,Barry Schwartz,November 2010,1200000,36000,https://ted.com/talks/barry_schwartz_using_our_practical_wisdom
The power of vulnerability,Brené Brown,June 2010,56000000,1700000,https://ted.com/talks/brene_brown_the_power_of_vulnerability
3 stories of local eco-entrepreneurship,Majora Carter,September 2010,1400000,43000,https://ted.com/talks/majora_carter_3_stories_of_local_eco_entrepreneurship
Why we have too few women leaders,Sheryl Sandberg,December 2010,11000000,335000,https://ted.com/talks/sheryl_sandberg_why_we_have_too_few_women_leaders
Life lessons from big cats,Beverly + Dereck Joubert,December 2010,994000,29000,https://ted.com/talks/beverly_dereck_joubert_life_lessons_from_big_cats
Changing education paradigms,Sir Ken Robinson,October 2010,2400000,73000,https://ted.com/talks/sir_ken_robinson_changing_education_paradigms
The case for collaborative consumption,Rachel Botsman,May 2010,1400000,43000,https://ted.com/talks/rachel_botsman_the_case_for_collaborative_consumption
Let's talk parenting taboos,Rufus Griscom + Alisa Volkman,December 2010,2500000,77000,https://ted.com/talks/rufus_griscom_alisa_volkman_let_s_talk_parenting_taboos
How to learn? From mistakes,Diana Laufenberg,November 2010,2300000,70000,https://ted.com/talks/diana_laufenberg_how_to_learn_from_mistakes
New data on the rise of women,Hanna Rosin,December 2010,1100000,33000,https://ted.com/talks/hanna_rosin_new_data_on_the_rise_of_women
A police chief with a difference,Kiran Bedi,December 2010,1600000,50000,https://ted.com/talks/kiran_bedi_a_police_chief_with_a_difference
A call to men,Tony Porter,December 2010,3300000,99000,https://ted.com/talks/tony_porter_a_call_to_men
A feminine response to Iceland's financial crash,Halla Tómasdóttir,December 2010,703000,21000,https://ted.com/talks/halla_tomasdottir_a_feminine_response_to_iceland_s_financial_crash
A vision for sustainable restaurants,Arthur Potts Dawson,July 2010,969000,29000,https://ted.com/talks/arthur_potts_dawson_a_vision_for_sustainable_restaurants
How I taught rats to sniff out land mines,Bart Weetjens,June 2010,642000,19000,https://ted.com/talks/bart_weetjens_how_i_taught_rats_to_sniff_out_land_mines
Why not eat insects?,Marcel Dicke,July 2010,1600000,50000,https://ted.com/talks/marcel_dicke_why_not_eat_insects
"The walk from ""no"" to ""yes""",William Ury,October 2010,2700000,81000,https://ted.com/talks/william_ury_the_walk_from_no_to_yes
